participant_id	age	sex	hand	weight	height	group	species	bci_experience
sub-1	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-10	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-11	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-12	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-13	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-14	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-15	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-16	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-17	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-18	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-19	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-2	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-20	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-3	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-4	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-5	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-6	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-8	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
sub-9	25.8	n/a	n/a	n/a	n/a	healthy	homo sapiens	n/a
